temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,generated_power_kw
26.36,32,1017.6,0,0,0,600.75,10.5,185.91,2143.4948
5.76,35,1038.4,0,0,0,104.13,5.5,211.61,2143.0744
25.6,51,1016.1,0,0,0,552.69,13.8,352.5,2142.621
0.81,67,1012,0,0,48,247.42,44.92,9.69,2142.2057
18.47,20,1023.7,0,0,0,715.56,13.34,356.91,2140.0965
23.88,35,1020.3,0,0,0,599.86,9.66,206.57,2138.9911
20.54,56,1012.5,0,0,0,539.34,11.37,10.95,2138.0197
15.26,47,1015.7,0,0,0,748.49,16.08,34.05,2136.7809
3.39,76,1033.1,0,0,5.1,115.7,4.02,280.3,2136.1397
19.58,25,1024.4,0,0,0,708.44,8.28,360,2135.084
7.64,77,1034.7,0,0,4.5,145.07,13.28,167.47,2134.9536
26.34,40,1020.5,0,0,0,583.84,19.44,178.94,2134.8369
5.24,71,1033.7,0,0,43,113.03,6.99,348.11,2133.7886
3.98,81,1024.1,0,0,0,124.6,10.59,170.22,2133.4811
15.2,56,1019.7,0,0,15,299.93,21.41,153,2131.4292
24.08,51,1018.5,0,0,0,586.51,28.66,168.41,2130.2683
16.95,51,1023.5,0,0,0,675.51,18.86,318.09,2129.886
26.6,20,1017.6,0,0,30,891.78,23.54,173.85,2129.4972
-2.04,89,1017.6,0,0,100,155.75,45.36,312.43,2128.6253
4.52,61,1028.7,0,0,0.9,114.81,10.9,172.41,2127.7597
2.55,63,1029,0,0,0,110.36,12.31,232.13,2127.6647
20.89,55,1018.1,0,0,100,399.61,12.57,23.63,2127.1495
18.98,22,1017.8,0,0,100,631.01,14.59,164.25,2126.2377
20.85,48,1019.4,0,0,10,591.85,16.39,160.77,2126.076
8.94,49,1020.1,0,0,6.6,601.64,23.75,284.04,2125.9102
24.7,44,1022.1,0,0,10,578.5,2.28,341.57,2124.4144
15.78,38,1022.7,0,0,0,515.31,7.99,7.77,2123.1317
33.88,11,1016.2,0,0,0,937.17,9.03,203.5,2122.8493
4.38,76,1034.8,0,0,0,106.8,15.5,177.34,2122.2185
33.45,17,1016.6,0,0,3.6,906.02,28.17,218.77,2122.1255
18.76,24,1027.2,0,0,0,696.87,7.9,59.93,2120.9897
20.22,25,1027.9,0,0,1.8,763.62,18.45,342.98,2119.1084
9.74,46,1027.4,0,0,0,611.43,3.6,53.13,2118.8114
12.01,74,1030.8,0,0,100,192.24,4.07,225,2115.8841
9.5,62,1024.1,0,0,0,472.59,30.25,358.64,2115.8641
4.66,69,1029.4,0,0,4.5,121.04,10.8,180,2113.5003
25.72,33,1015.7,0,0,100,221.61,18.09,174.29,2111.6142
28.11,36,1016.4,0,0,0,585.62,15.19,166.29,2111.5456
6.7,43,1015.9,0,0,0,167.32,3.71,240.95,2111.1181
12.85,44,1024.2,0,0,0.6,451.23,11.09,166.87,2109.4303
14.22,42,1015.3,0,0,100,698.65,11.97,353.09,2108.7831
30.53,21,1013.6,0.1,0,69,517.09,12.31,217.87,2108.4302
28.87,18,1016,0,0,0,597.19,9.22,218.66,2107.2178
7.37,81,1014.7,0.1,0,100,473.48,24.41,322.79,2107.1092
15.81,39,1018.4,0,0,0,861.52,18.67,309.52,2105.4054
15.45,32,1025.6,0,0,0.3,520.65,10.95,9.46,2104.9455
27.35,18,1017.5,0,0,48,874.87,20.53,177.99,2103.2036
26.88,26,1014.9,0,0,10,564.26,9.29,234.46,2102.4094
15.84,11,1032.1,0,0,0,488.61,9.51,150.52,2100.7519
19.65,33,1031,0,0,0,542.01,9.98,25.64,2098.9661
21.1,19,1027.3,0,0,0,547.35,10.04,165.47,2098.9036
27.56,28,1018.8,0,0,0,586.51,4.68,360,2098.5694
9.48,86,1016.3,1.4,0,100,161.98,7.65,311.19,2097.6838
28.52,29,1019.4,0,0,0,598.97,6.49,266.82,2097.4108
3.59,49,1027.6,0,0,0,173.55,25.17,343.38,2097.1853
19.82,51,1026.5,0,0,0,535.78,18.12,159.04,2094.3719
12.16,36,1027.1,0,0,79,429.87,0.36,90,2094.0953
26.85,25,1020.4,0,0,0,599.86,4.69,265.6,2091.4842
28.94,25,1015.9,0,0,0,594.52,19.13,191.94,2091.0601
17.41,44,1015.8,0,0,100,307.94,20.53,267.99,2091.0356
18.1,34,1021.7,0,0,0,735.14,36.49,149.13,2090.5022
19.14,56,1020.1,0,0,0,461.91,15.04,158.96,2090.435
21.06,21,1023.5,0,0,0,539.34,3.76,106.7,2090.3642
12.45,26,1032.6,0,0,0,485.05,7.42,22.83,2089.78
3.86,69,1027.6,0,0,13,288.36,45.32,165.74,2088.991
1.9,72,1004.8,0.2,0.14,100,240.3,41.35,324.93,2084.9414
30.6,24,1017.2,0,0,0.3,582.95,23.59,195.95,2084.4731
16.63,50,1027,0,0,0,496.62,2.62,15.95,2082.9414
11.07,45,1030.1,0,0,0,453.9,5.15,167.91,2080.85
13.74,55,1012.5,0,0,100,182.45,13.44,172.3,2078.2383
29.19,26,1018.2,0,0,0,580.28,2.9,119.74,2077.2933
30.7,23,1018.5,0,0,0,595.41,15.48,180,2074.1499
18.92,27,1023.2,0,0,0,530.44,10.11,175.91,2068.3786
7.46,77,1016.4,0,0,42,283.91,28.11,170.42,2067.6887
10.48,42,1026.9,0,0,41,109.47,13.34,176.91,2067.5897
3.93,61,1030.7,0,0,10,458.35,53.07,36.17,2067.4558
29.16,21,1015.5,0,0,10,663.05,22.06,243.85,2065.6572
29.39,24,1017.3,0,0,0,586.51,18.72,178.9,2064.272
13.59,55,1018.6,0,0,0,517.09,3.83,138.81,2062.1599
17.93,31,1024.1,0,0,0,520.65,0,180,2062.0588
12.2,55,1023.2,0,0,100,469.03,22.41,316.3,2061.6401
16.76,45,1014.9,0,0,100,720.01,23.8,162.39,2059.5733
8.24,75,1032.1,0,0,6.9,275.9,22.03,168.69,2059.14
14.09,44,1029.6,0,0,0,441.44,13.85,204.57,2057.5381
15.46,11,1029.3,0,0,67,477.93,11.37,169.05,2055.4789
12.36,36,1030.1,0,0,0,449.45,6.64,130.6,2054.1839
18.16,40,1016.3,0,0,7.5,671.95,13.66,18.43,2051.5311
27.81,30,1011.9,0,0,0,902.46,20.39,312.14,2050.7022
24.55,39,1011.1,0,0,58,677.29,10.81,358.09,2050.5335
25.25,15,1017.8,0,0,6.3,736.03,14.87,173.05,2049.9486
16.57,30,1026.1,0,0,100,319.51,13.9,163.44,2048.6775
15.28,41,1029.9,0,0,9.9,450.34,0.8,243.43,2048.625
22.03,53,1012.1,0.2,0,10,454.79,7.57,205.35,2047.0364
1.12,90,1000.9,0,0.28,100,78.32,35.97,318.65,2046.7212
29.24,25,1016.9,0,0,8.4,582.06,9.36,247.38,2044.5083
16.16,36,1033.1,0,0,68,434.32,4.1,164.74,2043.9956
7.54,76,1024.3,0,0,100,276.79,17.94,38.48,2043.9733
12.07,70,1018,0,0,10,485.05,5.35,47.73,2034.7373
4.71,72,1020.7,0,0,100,320.4,18.25,165.14,2034.5494
11.34,55,1029.7,0,0,1.2,432.54,12.24,360,2034.4893
23.39,48,1012.4,0,0,61,621.22,13.48,235.89,2033.9836
20.63,54,1016.8,0,0,10,590.96,11.97,43.78,2033.7906
4.66,31,1032.2,0,0,0,290.14,11.88,360,2033.3861
15.13,36,1024.8,0,0,0,901.57,24.96,33.23,2032.6315
6.46,66,1024.1,0,0,6.3,290.14,28.66,168.41,2029.8187
22.83,22,1013.4,0,0,0,869.53,27.55,208.91,2029.0572
19.47,40,1013.4,0,0,100,427.2,22.86,277.24,2028.7542
11.97,50,1010.9,0,0,10,492.17,15.62,244.03,2026.7763
12.72,40,1022.3,0,0,2.1,352.44,5.01,248.96,2025.6491
27.28,21,1018.6,0,0,0,903.35,21.13,171.18,2025.133
26.91,37,1017.5,0,0,4.8,579.39,3.32,102.53,2024.3128
29.64,28,1015.7,0,0,0,573.16,3.4,147.99,2021.9484
16.32,29,1021.7,0,0,0,907.8,24.25,40.79,2021.5689
17.59,44,1026.5,0,0,0,501.96,4.51,28.61,2020.9667
5.87,75,1032.3,0,0,3,258.1,10.83,15.42,2020.3884
10.74,61,1011.2,0,0,0,334.64,15.27,225,2019.5456
13.15,55,1022.9,0,0,58,574.94,14.2,59.53,2019.1516
20.22,31,1014.7,0,0,0,825.92,14.69,306.03,2018.5128
14.22,72,1017.5,0,0,29,385.37,24.93,175.03,2018.1533
20.87,58,1013,0.1,0,48,517.98,7.39,223.03,2018.105
16.86,44,1029.5,0,0,0,522.43,7.42,129.09,2017.5975
6.73,58,1026.1,0,0,15,430.76,29.48,8.43,2017.5687
14.46,40,1026.8,0,0,0,453.01,14.71,158.46,2017.3037
10.04,73,1020.8,0,0,0,257.21,1.08,180,2016.6536
6.63,71,1025.7,0,0,0.6,276.79,20.81,307.27,2016.125
17.18,42,1016.7,0,0,0,693.31,4.35,114.44,2015.4089
4.9,54,1023.8,0,0,0,573.16,38.32,153.19,2012.8759
19.23,37,1015.4,0,0,100,587.4,26.22,278.69,2012.8019
11.69,69,1015.5,0,0,100,318.62,13.55,286.99,2011.6776
6.75,62,1027.7,0,0,0,435.21,20.7,40.06,2011.4569
16.97,40,1023.2,0,0,0,886.44,25.84,18.69,2009.0583
14.07,58,1020.5,0,0,10,213.6,30.17,162.65,2006.4703
2.74,73,1019.6,0,0,37,271.45,11.37,10.95,2005.9706
16.1,29,1017,0,0,0,408.51,23.4,180,2005.7647
18.74,44,1029.4,0,0,5.4,491.28,8.29,2.49,2003.9314
29.5,15,1013.5,0,0,0,928.27,24.97,208.41,2000.6994
22.5,29,1013.9,0,0,13,851.73,11.38,341.57,1999.5948
5.55,58,1027.9,0,0,2,448.56,12.64,19.98,1998.4081
8.12,69,1020,0,0,100,350.66,5.59,75.07,1997.4542
19.09,40,1020.9,0,0,0,876.65,18.44,308.66,1995.3142
3.35,59,1012.3,0,0,45,381.81,51.02,8.93,1995.2404
9.23,59,1028.9,0,0,0,428.98,20.29,25.2,1995.2047
15.62,51,1022.9,0,0,30,642.58,18.34,316.59,1995.1997
28.78,31,1012.2,0,0,10,828.59,19.45,231.01,1993.7503
22.38,29,1008.9,0,0,0,816.13,18.51,283.5,1993.2708
10.44,53,1011.7,0,0,0,281.24,1.48,255.96,1993.0516
6.17,47,1018.6,0,0,10,648.81,15.27,8.13,1991.6894
19.15,25,1023.3,0,0,0,777.86,12.68,34.59,1991.6871
-1.06,72,1028.4,0,0,0,165.54,13.72,4.51,1987.7126
5.76,62,1022.6,0,0,5,572.27,30.74,166.45,1983.4115
14.24,65,1022.8,0,0,0,249.2,22.25,170.69,1983.2978
15.19,41,1028.2,0,0,0,448.56,2.9,352.87,1982.4153
14.19,37,1015.8,0,0,0,243.86,8.21,344.74,1982.2083
20.16,33,1016.2,0,0,36,804.56,5.63,333.43,1982.0331
16.51,40,1029.5,0,0,0,448.56,7.63,19.29,1980.9733
20.91,28,1012.9,0,0,30,727.13,12.57,293.63,1979.8217
8.01,65,1025.8,0,0,0.3,434.32,21.39,316.36,1978.0229
11.56,42,1031.1,0,0,0,259.88,7.7,322.59,1977.6512
10.84,63,1018.6,0,0,73,445.89,13.91,169.56,1976.1534
19.25,49,1018.7,0,0,100,752.94,13.55,309.61,1975.2604
18.43,24,1024,0,0,0,720.9,10.45,1.97,1970.0668
28.26,16,1018.9,0,0,0,933.61,15.11,167.62,1967.3808
26.28,23,1017.4,0,0,0,815.24,12.57,166.76,1967.3468
19.92,34,1026.2,0,0,0,893.56,27.16,38.54,1966.9786
23.97,37,1011.9,0,0,100,443.22,12.5,311.5,1966.3816
15.34,54,1015.8,0,0,100,654.15,6.13,130.24,1966.31
17.65,49,1013.3,0,0,100,320.4,4.68,22.62,1966.1829
21.82,28,1019.9,0.3,0,16,577.61,7.59,31.43,1965.7719
14.53,54,1023.4,0,0,0,196.69,1.84,348.69,1965.5447
7.07,67,1029.9,0,0,76,526.88,38.53,336.31,1964.5812
19.67,38,1017.7,0,0,2,901.57,15.62,25.97,1963.348
7,85,1033.7,0,0,100,121.04,19.8,178.96,1961.5889
7.87,54,1017.5,0,0,10,438.77,40.72,357.47,1961.0203
15.71,42,1022.7,0,0,0,249.2,6.13,220.24,1958.3396
2.06,63,1019.6,0,0,0,173.55,10.54,172.15,1957.4223
8.01,61,1021.5,0,0,0,436.99,6.03,17.35,1956.0018
19.98,29,1018.8,0,0,0,913.14,29.2,30.36,1954.2814
10.82,44,1020.9,0,0,0,444.11,15.54,13.39,1945.8775
8.82,27,1027.2,0,0,0,66.75,9.45,197.74,1944.2381
20.44,27,1018.5,0,0,0,739.59,9.83,28.44,1944.105
11.49,67,1025.9,0,0,4,426.31,6.16,6.71,1943.9706
15.72,35,1019.1,0,0,0,245.64,6.3,210.96,1943.3806
26.73,20,1010.8,0,0,0,755.61,12.41,209.54,1943.1916
16.01,46,1022.1,0,0,100,736.03,16.2,53.13,1942.3521
28.56,27,1017,0,0,0,854.4,17.64,360,1942.19
8.02,76,1014.4,0,0,100,315.06,14.9,307.15,1940.65
25.04,21,1010.2,0,0,0,665.72,16.06,227.73,1940.5486
6.27,72,1032.9,0,0,0,458.35,21.49,31.29,1938.8014
14.67,54,1014.9,0,0,10,638.13,17.87,325.67,1938.5708
14.29,58,1019.1,0,0,0,231.4,0.8,333.43,1938.2463
17.34,54,1010.1,0,0,69,175.33,12.77,201.5,1937.2611
11.3,71,1028.9,0,0,0,234.07,4.39,325.01,1936.7731
11.02,60,1017.4,0,0,0,436.99,9.02,28.61,1936.1898
20.83,51,1012.5,0,0,100,373.8,12.14,191.98,1934.4925
28.88,17,1018.2,0,0,0,872.2,12.02,8.62,1933.9055
18.37,48,1018.8,0,0,5.1,849.95,13.76,312.88,1932.9677
16.39,58,1017.2,0,0,10,506.41,15.39,10.78,1932.8497
6.01,71,1019,0,0,100,67.64,24.54,292.43,1932.6989
23.64,25,1017.2,0,0,3.9,910.47,23.78,309.47,1932.2233
22.67,29,1022.1,0,0,0,732.47,9.89,169.51,1931.8496
15.2,33,1024.8,0,0,37,496.62,28.17,141.23,1931.8267
9.59,31,1027.2,0,0,0,265.22,2.74,246.8,1930.9045
27.15,31,1015.4,0,0,0,879.32,14.58,20.22,1930.6742
14.79,69,1024.4,0,0,0,406.73,4.69,184.4,1930.4323
10.67,84,1027.8,0,0,0,73.87,32.69,172.41,1927.2006
18.5,30,1017.2,0,0,0,881.99,5.8,330.26,1926.1174
32.14,20,1016.5,0,0,30,878.43,19.86,225,1925.112
24,23,1016.8,0,0,0,775.19,16.18,327.72,1925.0153
26.14,26,1013.3,0,0,0,876.65,7.63,19.29,1923.9832
9.97,56,1031.4,0,0,90,342.65,24.93,175.03,1923.9319
18.72,37,1021.3,0,0,0.9,418.3,25.77,167.91,1923.5064
27.8,22,1018.7,0,0,23.4,858.85,21.86,197.24,1922.0092
23.58,28,1015.1,0,0,10,831.26,11.68,326.31,1921.4901
28.03,32,1011.4,0,0,0,873.09,21.92,312.34,1921.4207
22.04,41,1016.3,0,0,0,589.18,7.99,352.23,1920.7839
30.19,23,1011.4,0,0,0,872.2,14.69,342.9,1920.3614
23.48,32,1020,0,0,0,890,15.19,31.43,1919.8441
18.13,43,1012.8,0,0,0.9,269.67,13.4,186.17,1919.0881
0.9,55,1038.7,0,0,3.6,322.18,18.36,48.18,1915.7382
14.2,69,1016.9,0,0,0,339.09,13.72,4.51,1914.5412
31.98,13,1012.6,0,0,0,876.65,17.06,224.14,1913.4215
12.73,85,1013.1,0.2,0,100,69.42,9.39,237.53,1913.0475
23.94,25,1016,0,0,0,898.9,15.5,30.74,1911.9451
12.49,77,1018.5,0,0,0,211.82,21.03,173.12,1911.8638
22.25,24,1014.4,0,0,0,720.01,21.99,320.31,1910.8269
29.07,18,1014.1,0,0,1.2,789.43,14.92,278.33,1909.8967
12.17,57,1025,0,0,0,473.48,26.16,145.65,1907.7325
30.54,21,1017.9,0,0,10,776.97,15.14,198,1906.6982
13.38,68,1023.5,0,0,0,428.09,6.12,360,1905.4306
31.94,10,1020.1,0,0,11.7,902.46,25.26,220.96,1904.6986
8.59,34,1031.6,0,0,0,69.42,7.79,213.69,1903.3239
2.33,64,1027.9,0,0,10,473.48,21.63,18.43,1902.4103
31.31,15,1013.9,0,0,0,880.21,16.92,321.91,1901.7589
24.39,31,1020.6,0,0,0,900.68,14.69,30.96,1901.3432
30.93,17,1015.4,0,0,4.2,790.32,14.78,182.79,1900.2189
28.22,19,1017.1,0,0,0,906.02,13.1,15.95,1899.8996
17.06,39,1023.5,0,0,0,852.62,24.66,146.31,1899.5985
25.04,21,1020,0,0,0,725.35,9.96,319.4,1898.4455
28.06,26,1018.9,0,0,0,497.51,12.31,195.26,1898.3633
30.12,26,1016,0,0,0,835.71,12.64,340.02,1897.8165
28.37,22,1015.3,0,0,10,616.77,20.95,245.64,1896.3661
6.6,59,1024.6,0,0,0,115.7,22.32,180,1895.5894
18.27,36,1019,0,0,10,183.34,10.85,185.71,1895.5031
16.39,45,1013.3,0,0,0,920.26,28.99,24.97,1895.3119
6.28,60,1022.7,0,0,33,445,14.66,24.68,1894.0586
14.08,62,1019.8,0,0,1,342.65,17.41,330.26,1893.0317
21.46,33,1018.6,0,0,0,879.32,20.66,311.47,1893.0283
6.88,73,1030.1,0,0,10.2,66.75,5.62,230.19,1891.3403
7.88,39,1025.6,0,0,0,63.19,12.37,188.37,1889.7278
14.01,55,1019.7,0,0,100,290.14,11.44,294.15,1886.5753
26.73,23,1018.1,0,0,0,911.36,18.19,27.07,1885.4205
-0.73,83,1019.9,0,0,36,35.6,25.07,305.06,1885.3928
17.95,36,1019.1,0,0,0,280.35,6.13,319.76,1884.2839
23.74,34,1022.2,0,0,0,873.09,9.22,38.66,1883.0614
29.18,23,1015.3,0,0,0,825.03,3.71,299.05,1882.3234
32.34,15,1013.1,0,0,0,876.65,16.58,304.38,1881.9486
30.5,25,1014.1,0,0,0,865.08,14.53,221.99,1881.4507
25.44,18,1016.8,0,0,0,725.35,14.26,312.95,1881.0105
12.37,55,1020.4,0,0,0,442.33,5.24,15.95,1880.3645
22.58,30,1015.8,0,0,6,862.41,10.37,339.68,1878.8328
24.67,29,1012.6,0,0,0,752.94,10.99,328.39,1878.7339
17.65,25,1018.7,0,0,100,532.22,14.69,162.9,1877.7974
3.89,42,1024.9,0,0,0,493.06,28.16,32.47,1876.2017
26.75,21,1014.4,0,0,0,890.89,14.51,316.01,1875.7806
31.55,23,1013.9,0.2,0,7.8,564.26,11.9,183.47,1875.5047
28.64,16,1018.7,0,0,0,898.9,13.8,164.88,1874.6282
12.05,72,1023.3,0,0,5,433.43,14.49,14.38,1873.5522
6.12,55,1028.7,0,0,0,54.29,9.26,193.5,1871.3233
28.61,40,1010.7,0,0,0,754.72,23.77,178.26,1870.9742
9.02,65,1033,0,0,0,69.42,7.1,210.47,1870.48
7.51,44,1028,0,0,0,142.4,8.21,217.87,1870.1204
24.87,16,1018.3,0,0,3.6,730.69,15.82,168.18,1869.8674
16.6,53,1014.7,0,0,0,501.96,29.12,278.53,1868.5417
16.96,50,1010.4,0,0,100,557.14,16.12,246.3,1866.9582
13.9,56,1024.3,0,0,0,445,15.88,3.9,1865.8973
15.12,48,1020.2,0,0,0,318.62,2.62,195.95,1864.3468
33.58,13,1014.3,0,0,0,903.35,14.48,304.88,1864.332
17.4,34,1019.5,0,0,18,242.08,16.2,180,1863.9196
12.04,90,1027.5,0,0,0,74.76,16.58,177.51,1863.6458
13.68,61,1012.3,0,0,0,323.07,14.9,307.15,1863.6147
20.82,39,1015.9,0,0,0,309.72,11.3,210.65,1861.7247
6.57,92,1033.4,0,0,0,55.18,15.16,184.09,1861.7097
17.72,50,1016.4,0,0,0,437.88,12.29,354.96,1860.5992
18.57,66,1016.7,0,0,0,314.17,21.97,181.88,1860.5789
21.62,40,1021.7,0,0,0.6,421.86,3.1,125.54,1859.9357
6.37,87,1033.3,0,0,91,124.6,21.75,173.35,1858.5693
17.81,58,1014.6,0,0,0,436.1,8.65,2.39,1858.5156
21.84,31,1018,0,0,15,789.43,12.23,47.39,1858.341
30.59,24,1014.1,0,0,0,863.3,1.94,291.8,1857.439
28.09,17,1017.3,0,0,0,911.36,24.16,213.45,1857.2777
18.61,41,1009.7,0,0,79,738.7,14.58,237.09,1856.1361
10.75,63,1031.5,0,0,100,353.33,22.51,172.65,1855.9986
13.54,36,1015.8,0,0,100,320.4,4.84,221.99,1855.3769
16.16,24,1019.9,0,0,100,422.75,15.48,162.41,1852.0908
9.31,66,1015.6,0,0,3,533.11,26.67,301.76,1851.771
17.69,38,1017.1,0,0,10,794.77,19.59,53.97,1847.7979
19.66,37,1021.9,0,0,0.6,885.55,17.31,16.93,1847.6144
11.98,82,1016.3,0,0,4,184.23,16.94,177.56,1847.6031
30.23,21,1015.6,0,0,61,872.2,13.68,270,1847.0531
16.88,49,1018.5,0,0,100,439.66,23.91,161.57,1846.9892
17.49,28,1026,0,0,51,366.68,8.56,194.62,1846.8039
30.18,25,1017,0,0,0,893.56,27.85,206.9,1846.6891
20.32,54,1025,0,0,0,534,3.32,40.6,1845.4475
9.96,64,1024.1,0,0,10,319.51,14.69,36.03,1844.0117
1.62,61,1017.6,0,0,10,234.07,48.14,332.86,1843.9107
11.58,50,1013.1,0,0,45,351.55,10.31,294.78,1840.981
29.85,22,1020.5,0,0,10.2,875.76,10.16,292.93,1840.8893
6.87,57,1028.7,0,0,100,425.42,14.51,352.87,1838.1322
9.33,68,1024.6,0,0,26,413.85,15.28,34.44,1838.0972
20.77,50,1017.6,0,0,0,305.27,5.94,165.96,1835.1403
6.93,53,1027.3,0,0,0,138.84,7.93,219.47,1834.6125
18.26,35,1015.2,0,0,0,841.05,14.84,309.09,1834.0144
17.45,37,1022.4,0,0,10,687.08,26.14,141.71,1833.8297
17.45,70,1015.3,0,0,8.1,278.57,2.1,149.04,1832.8106
8.83,56,1035.1,0,0,42,154.86,7.29,200.22,1832.2052
31.14,24,1017.5,0,0,0,892.67,10.44,360,1827.9522
33.25,7,1012.4,0,0,0,895.34,16.2,233.13,1827.2729
27.04,27,1012.3,0,0,0,831.26,13.68,1.51,1827.1442
5,86,1026.4,0,0,0,49.84,6.37,222.71,1826.1867
23.7,19,1016.8,0,0,82,545.57,9.02,241.39,1824.7361
32.44,22,1014.9,0,0,0,889.11,15.27,8.13,1824.1186
31.91,17,1013.5,0,0,0,904.24,26.89,207.94,1823.8874
19.97,48,1016.4,0,0,17,437.88,4.83,333.43,1822.0289
28.21,19,1018.7,0,0,10,873.98,14.12,160.64,1821.4807
23.47,45,1015.6,1.3,0,100,219.83,8.23,336.8,1821.2948
7.51,59,1028.8,0,0,0,146.85,6.61,209.36,1820.7111
31.34,19,1018.5,0,0,0,898.01,26.87,215.18,1820.3531
11.43,67,1014.7,0,0,0,324.85,19.13,311.19,1820.2157
22.06,36,1011.9,0,0,0,433.43,3.76,253.3,1819.4517
21.89,41,1017.7,0,0,0,306.16,25.1,171.75,1818.8888
11.22,66,1019.5,0,0,0,370.24,3.83,138.81,1818.7264
11.84,64,1031.7,0,0,2.1,203.81,5.01,248.96,1818.556
18.37,53,1016.5,0,0,0,435.21,18.81,174.51,1817.8831
4.18,79,1028.4,0,0,4.5,54.29,7.93,219.47,1817.4116
15.73,34,1014.3,0,0,36,477.04,5.15,257.91,1817.3467
10.33,76,1010.7,0.1,0,100,399.61,32.81,176.86,1817.1036
12.2,57,1014.7,0,0,4,851.73,22.45,311.1,1817.055
28.22,25,1015.4,0,0,0,742.26,11.97,248.84,1816.8825
27.39,24,1014.2,0,0,10,687.97,13.39,216.25,1815.7364
18.1,44,1018.5,0,0,100,743.15,14.76,358.6,1815.2601
31.62,23,1012.2,0,0,0,869.53,12.32,353.29,1814.4581
12.71,35,1027.9,0,0,100,427.2,15.12,181.36,1813.2358
20.6,36,1017.5,0,0,9.9,733.36,14.9,37.15,1813.1736
17.68,50,1022.8,0,0,18,412.96,29.87,167.47,1811.2225
-1.8,85,1019.5,0,0,2,61.41,32.91,340.18,1810.5113
9.71,62,1016.8,0,0,10,419.19,23.78,272.6,1810.3421
6.82,80,1024.7,0,0,67,192.24,17.28,35.68,1809.6006
6,56,1025.8,0,0,0,131.72,7.9,329.93,1808.038
32.37,19,1018.1,0,0,0,896.23,10.11,355.91,1807.9117
18.55,46,1021.7,0,0,0,445,7.95,5.19,1807.7131
18.44,64,1013.8,0,0,81,364.01,4.38,260.54,1807.6767
21.13,36,1018.8,0,0,10,638.13,24.14,159.94,1807.5761
14.33,44,1030.4,0,0,9.3,434.32,0.36,270,1807.4567
12.95,77,1016.9,0,0,38,213.6,23.5,174.73,1806.7978
17.28,64,1021.5,0,0,0,269.67,13.68,180,1805.9656
33.94,17,1014.1,0,0,0,892.67,6.62,22.38,1805.6692
14.36,81,1009.8,0.7,0,100,196.69,18.35,164.05,1805.0603
26.55,25,1019.7,0,0,6.9,859.74,21.71,185.71,1804.2872
18.37,55,1022.3,0,0,0,442.33,11.89,144.87,1802.6984
31.47,11,1021.3,0,0,28,871.31,24.22,228.01,1802.4222
23.56,24,1017.6,0,0,10,641.69,13.8,344.88,1802.4175
27.41,25,1016,0.2,0,10,384.48,19.77,236.89,1801.6014
34.42,11,1015.2,0,0,30,863.3,24.28,254.52,1801.0644
-2.93,80,1029,0,0,1,25.81,28.41,157.66,1800.9321
13.83,58,1019.9,0,0,100,194.91,8.4,329.04,1800.1336
20.97,48,1017.5,0,0,0,434.32,5.4,216.87,1799.2648
14.49,59,1022.9,0,0,0,300.82,2.81,230.19,1798.8583
2.17,68,1024.9,0,0,100,471.7,39.05,161.73,1798.4442
19.51,34,1021,0,0,10,186.01,28.82,170.66,1798.4038
18.97,60,1011.2,0,0,100,294.59,18.09,174.29,1797.4565
10.25,94,1026.6,0,0,67,77.43,6.99,191.89,1797.2157
13.27,63,1016.6,0,0,23,591.85,5.77,86.42,1796.2694
9.49,65,1025.2,0,0,100,374.69,13.85,171.03,1795.5314
18.77,56,1011.2,1.4,0,100,286.58,25.28,197.4,1794.7279
9.81,79,1012.9,0.1,0,61,299.04,33.75,168.93,1794.42
31.87,18,1018.2,0,0,0,898.9,8.29,304.38,1792.8103
22.29,37,1014.8,0,0,12,441.44,21.48,166.43,1792.7975
15.41,48,1009.7,0,0,100,388.04,16.81,189.87,1792.7756
19.43,34,1019.4,0,0,0,452.12,1.53,45,1790.2574
12.89,57,1011.7,0.4,0,100,292.81,6.38,16.39,1789.4652
5.76,38,1031.7,0,0,0,125.49,6.99,214.51,1788.1319
21.83,56,1014.3,0,0,0,321.29,21.63,177.14,1787.7698
16.64,70,1000.5,0,0,21,139.73,33.34,217.98,1786.6067
19.07,71,1016.6,0,0,5,328.41,23.94,167.85,1786.2442
-0.28,93,1023.9,0,0,100,17.8,17.16,9.66,1785.2924
34.42,15,1016.8,0,0,0,894.45,5.35,160.35,1784.9208
18.4,44,1009.3,0,0,19,661.27,27.5,194.4,1784.9118
21.78,26,1021.2,0,0,0,400.5,30.15,168.29,1784.1819
0.47,88,1034.3,0,0,0,51.62,14.83,174.43,1783.8262
21.77,33,1019.9,0,0,0,439.66,24.44,170.68,1783.2594
11.37,45,1028.6,0,0,100,334.64,13.32,180,1781.0343
19.12,43,1019.4,0,0,0,351.55,5.8,29.74,1780.1068
2.35,74,1003.7,0.1,0.14,100,215.38,40.35,325.18,1779.7003
19.46,29,1017.2,0,0,100,484.16,11.57,354.64,1779.6742
33.14,15,1018.4,0,0,0,904.24,12.98,303.69,1779.1206
22.72,41,1016.4,0,0,0,731.58,8.89,21.37,1777.6814
