temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,generated_power_kw
7.79,73,1021.2,0,0,100,137.06,33.33,190.58,6.3768116
7.8,67,1032.8,0,0,0,255.43,16.24,176.19,2430.8578
7.81,83,1024.9,0,0,100,81.88,7.29,57.09,236.61444
7.82,57,1016.7,0,0,0,641.69,28.66,334.72,1416.0774
7.83,94,1017.6,0,0,9.3,0,5.5,328.39,15.225
7.83,82,1011.6,2.3,0,100,0,32.84,192.67,87.615
7.85,53,1017.7,0,0,100,250.09,13,274.76,220.395
7.86,48,1025.1,0,0,0,651.48,22.37,3.69,2189.9954
7.86,96,1016.9,0,0,6,0,14.83,174.43,471.43086
7.87,59,1022.1,0,0,100,254.54,11.28,286.7,1643.1462
7.87,54,1017.5,0,0,10,438.77,40.72,357.47,1961.0203
7.88,88,1023.6,0,0,0,5.34,7.93,230.53,625.905
7.88,39,1025.6,0,0,0,63.19,12.37,188.37,1889.7278
7.88,74,1028.9,0,0,100,336.42,26.34,176.08,272.45337
7.9,49,1030.5,0,0,0,498.4,17.02,6.07,900.9568
7.9,72,1012.9,0,0,0,142.4,6.13,183.37,1218.4761
7.91,45,1027.1,0,0,100,4.45,11.88,180,1016.81
7.92,47,1016.6,0,0,0,630.12,16.12,29.43,2818.3444
7.92,67,1032.5,0,0,100,231.4,26.08,173.66,2277.7294
7.93,71,1016.2,0,0,43,410.29,23.07,304.19,738.98194
7.94,94,1014.6,0.1,0,100,8.9,9.72,360,534.9525
7.95,98,1016.1,0,0,50,8.9,6.57,9.46,98.198427
7.96,55,1026.3,0,0,1.2,260.77,12.66,165.17,2467.1889
7.97,55,1024.6,0,0,4.8,476.15,29.52,167.32,2429.3202
7.98,71,1015.6,0,0,100,598.97,21.92,317.66,463.59084
7.98,92,1019.4,0,0,100,0,9.57,160.2,36.133611
7.98,63,1022,0,0,0,262.55,12.96,181.59,2420.2828
7.99,50,1031.2,0,0,0,62.3,6.52,276.34,1242.1246
8,59,1020.4,0,0,100,486.83,13.44,339.62,188.75389
8,47,1024.6,0,0,0,571.38,21.6,359.05,899.45487
8,80,1025.3,0,0,100,172.66,11.44,12.72,20.055031
8.01,38,1045.1,0,0,0,253.65,7.57,182.73,2499.1097
8.01,64,1029.9,0,0,0.3,525.99,18.46,20.56,522.36722
8.01,65,1025.8,0,0,0.3,434.32,21.39,316.36,1978.0229
8.01,61,1021.5,0,0,0,436.99,6.03,17.35,1956.0018
8.01,95,1024.6,0,0,54,0,6.49,340.56,82.595654
8.02,76,1014.4,0,0,100,315.06,14.9,307.15,1940.65
8.02,72,1026.7,0,0,91,269.67,16.2,180,1016.6475
8.03,45,1030.6,0,0,0,449.45,6.19,35.54,2567.6217
8.05,61,1027.6,0,0,4.2,221.61,4.02,206.57,2366.2103
8.06,77,1002.1,0,0,100,251.87,48.6,292.2,1170.5806
8.07,86,1013.9,0,0,0,5.34,11.75,297.35,522.08411
8.07,94,1014.9,0,0,0,0,6.7,53.75,0.36333333
8.07,82,1013,0.3,0,51,97.01,28.44,179.27,340.48306
8.08,82,1032.1,0.4,0,100,97.01,7.56,180,997.75766
8.09,52,1016.6,0,0,100,306.16,13.85,294.57,0.26018519
8.1,77,1012.2,0.6,0,100,136.17,16.65,68.43,47.087222
8.1,94,1015.2,0.4,0,100,24.03,8.28,360,730.60389
8.11,50,1027.9,0,0,100,350.66,17.65,343.41,471.24194
8.12,54,1020.3,0,0,1.8,387.15,23.58,282.34,1.1058824
8.12,69,1026.3,0,0,31,421.86,22.35,345.07,2378.8787
8.12,69,1020,0,0,100,350.66,5.59,75.07,1997.4542
8.12,93,1025.5,0,0,100,34.71,6.64,192.53,589.25689
8.12,83,1019.5,0,0,100,0,2.55,45,27.860648
8.12,73,1018.9,0,0,100,89.89,27.77,193.5,682.44
8.13,61,1032.3,0,0,0,250.98,13.04,173.66,2402.6186
8.14,83,1008,0.2,0,100,147.74,8.89,68.63,297.92457
8.15,64,1030.1,0,0,0,499.29,21.53,20.56,694.42378
8.16,68,1033.3,0,0,2,375.58,15.28,15.02,2555.6055
8.16,39,1016.7,0,0,0,663.94,14.24,163.86,2952.9333
8.16,50,1027.5,0,0,100,306.16,18.9,342.26,35.146667
8.16,80,1033.2,0,0,100,222.5,19.45,177.88,2204.6531
8.17,78,1005.9,0,0,100,266.11,41.84,33.42,116.51056
8.17,82,1017.5,0,0,0,0,18.01,177.71,83.561389
8.17,89,1013.9,0,0,0,0,11.59,295.77,51.122335
8.18,50,1029.4,0,0,0,606.98,11.28,163.3,2867.343
8.18,68,1016.3,0,0,100,194.91,23.28,320.65,0.063131313
8.18,60,1022,0,0,0,259.88,11.21,5.53,1312.4512
8.18,67,1032.2,0,0,0,0,6.44,206.57,170.72708
8.19,90,1022.7,0,0,0,0,15.99,172.23,11.396615
8.19,68,1017.2,0,0,7,284.8,23.05,268.21,952.41383
8.21,47,1020.1,0,0,100,401.39,18.51,296.57,1133.0727
8.21,65,1032,0,0,0,447.67,14.33,25.28,2535.9097
8.24,64,1032.7,0,0,0,374.69,20.28,173.88,2677.5709
8.24,67,1007.8,0,0,100,194.91,21.97,55.01,302.61083
8.24,75,1032.1,0,0,6.9,275.9,22.03,168.69,2059.14
8.24,65,1022.3,0,0,100,371.13,40.43,188.71,80.907928
8.25,53,1025.1,0,0,0.3,432.54,20.01,351.72,279.1891
8.25,81,1025.5,0,0,100,186.9,7.34,11.31,126.95306
8.26,47,1022.3,0,0,15.3,161.09,7.59,211.43,1684.25
8.27,81,1027.3,0,0,89,217.16,3.67,348.69,1319.4406
8.27,95,1023,0,0,100,0,8.56,337.75,193.9975
8.28,59,1029.3,0,0,1,553.58,40.42,340.76,2458.3645
8.31,92,1024,0,0,0,0,3.08,290.56,5.7616667
8.32,96,1018.6,0,0,100,0,4.02,190.3,11.070847
8.32,94,1019.4,0,0,0,0,4.83,206.57,423.013
8.35,55,1017.1,0,0,0,348.88,8.64,360,1517.4548
8.37,92,1024.5,0,0,100,82.77,3.1,234.46,390.1007
8.38,55,1017.9,0,0,30,176.22,5,300.26,1.2752137
8.38,50,1019,0,0,7,480.6,18.4,300.58,1011.2157
8.38,54,1027.8,0,0,0.9,139.73,3.62,264.29,1761.0983
8.38,70,1022.4,0,0,17,349.77,20.17,34.82,527.46083
8.39,47,1016.6,0,0,91,358.67,31.45,303.33,612.54616
8.39,63,1024.6,0,0,0,473.48,29.91,357.24,2371.286
8.4,87,1007.3,1.5,0,100,109.47,19.59,20.43,111.46311
8.4,77,1031.8,0,0,3.3,45.39,7.42,230.91,1502.5198
8.41,81,1021.8,0,0,10,311.5,14.76,358.6,1582.9224
8.42,53,1021,0,0,3.3,574.94,21.19,279.78,2774.0572
8.42,78,1021.6,0,0,62,4.45,14.4,178.57,654.4925
8.43,55,1019.2,0,0,0,566.04,12.62,183.27,1644.59
8.43,93,1008,0.8,0,100,0,10.11,184.09,130.9478
8.44,49,1025.7,0,0,0,512.64,16.52,348.69,1233.002
8.44,61,1029.3,0,0,72,531.33,40.32,339.62,2154.2716
8.44,63,1024.1,0,0,48,595.41,21.71,40.29,343.72481
8.46,47,1030.6,0,0,0,363.12,10.37,20.32,114.485
8.46,83,1017.5,0,0,0,0,6.76,244.8,4.1715847
8.46,89,1020,0,0,100,0.89,9.79,162.9,252.42222
8.47,40,1037.1,0,0,0,250.09,1.8,233.13,2436.7275
8.47,94,1022.6,0,0,100,0,7.73,332.24,18.737135
8.47,72,1019.5,0,0,100,178,27.32,198.43,908.03861
8.48,34,1034.1,0,0,0,722.68,21.25,63.87,2739.6307
8.48,87,1020.3,0,0,100,0,1.94,291.8,69.524911
8.48,95,1018.8,0,0,100,0,3.96,180,95.635
8.48,53,1028.4,0,0,6,262.55,9.01,177.71,2163.2308
8.49,48,1025.8,0,0,0,301.71,9.73,357.88,2406.3933
8.5,82,1008,0,0,100,160.2,8.91,46.64,455.46878
8.51,64,1015.3,0,0,13,386.26,30.57,212.01,291.16097
8.51,90,1006.7,1.4,0,100,122.82,20.27,33.41,75.63092
8.51,73,1014.4,0,0,7,256.32,18.89,300.96,552.735
8.52,73,1014.1,0.1,0,40,539.34,25.08,320.83,294.9493
8.52,80,1011.5,0,0,100,0,14.39,211.7,6.8413889
8.52,92,1016.1,0.4,0,100,6.23,41.09,335.68,360.27927
8.53,33,1016.6,0,0,0,746.71,7.42,157.17,2915.0436
8.53,100,1015,0,0,0,0,0,180,115.15371
8.53,82,1011.8,0.1,0,100,0.89,10.64,203.96,213.59472
8.54,75,1020.8,0,0,16.5,5.34,5.15,155.22,121.94833
8.55,91,1015.9,1,0,100,83.66,7.57,357.27,821.05625
8.55,92,1022.6,0,0,100,0,1.94,201.8,167.43798
8.57,65,1007.7,0,0,100,203.81,22.78,58.57,272.24847
8.57,40,1023.6,0,0,100,2.67,32.7,159.37,116.7187
8.58,93,1022.3,0,0,100,0,1.3,236.31,4.1954167
8.58,91,1030.6,0,0,86,45.39,7.49,215.22,1559.9368
8.59,75,1022.2,0,0,40,555.36,30.1,173.13,6.5775
8.59,34,1031.6,0,0,0,69.42,7.79,213.69,1903.3239
8.6,64,1019.5,0,0,91,30.26,9.42,226.55,1281.2098
8.61,92,1022.3,0,0,0,0,17.11,171.53,524.07728
8.61,77,1020.6,0,0,83,0,14.4,178.57,229.05444
8.61,52,1021.6,0,0,100,182.45,22.75,175.46,97.534722
8.62,78,1016.3,0.3,0,23,255.43,29.6,175.82,539.47333
8.64,48,1027,0,0,0,356,9.53,10.89,103.20437
8.64,57,1018.5,0,0,10,364.9,7.42,165.96,532.01389
8.64,76,1021.2,0,0,100,169.1,6.95,201.25,1291.7967
8.64,53,1027.3,0,0,28.2,371.13,35.54,166.53,398.03472
8.65,50,1020.4,0,0,0,504.63,23.66,283.19,89.000525
8.65,51,1022.3,0,0,61,601.64,19.34,28.95,2427.1861
8.65,70,1021,0,0,0,4.45,5.76,180,455.57043
8.66,67,1033.3,0,0,57,450.34,20.43,14.28,2361.4471
8.66,92,1019,0,0,0,0,2.6,236.31,55.36
8.67,69,1025.3,0,0,0,210.93,3.05,225,2352.4367
8.68,72,1022.3,0,0,100,607.87,30.3,170.43,179.46546
8.68,69,1015.1,0,0,91,751.16,21.39,313.64,679.83611
8.68,98,1026.6,0,0,59,0,8.09,200.85,853.72446
8.69,29,1034.6,0,0,0,449.45,6.29,23.63,2546.0816
8.69,83,1010.8,0,0,100,0,4.55,71.57,158.78472
8.69,66,1025.1,0,0,100,257.21,21.66,285.42,173.41056
8.71,44,1031.7,0,0,0,480.6,27.66,34.93,110.45111
8.72,60,1018.1,0,0,100,466.36,21.86,287.24,943.20981
8.72,63,1006.9,0,0,85,210.04,21.26,61.7,194.02072
8.73,80,1017.4,0,0,0,0,3.89,236.31,93.819444
8.73,92,1022.9,0,0,100,59.63,8.12,347.2,590.78667
8.73,74,1020,0,0,18.3,0,3.83,138.81,23.360391
8.73,83,1013.2,0,0,100,172.66,31.21,168.69,647.295
8.73,61,1033.7,0,0,0,142.4,8.77,199.18,2150.4091
8.74,71,1015,0,0,35,388.04,24.72,317.95,3.2892303
8.74,61,1016.1,0,0,100,490.39,25.46,331.26,97.651824
8.77,57,1016.6,0,0,0,614.99,27.37,333.43,424.62465
8.77,95,1018.1,0,0,3.9,0,23.89,173.95,16.200556
8.78,74,1001.3,0,0,100,390.71,48.94,296.19,751.5643
8.78,74,1007.6,0.5,0,100,224.28,24.34,299.22,169.67472
8.79,72,1014.3,0,0,9,504.63,24.99,318.5,49.494442
8.8,80,1029.1,0,0,0,405.84,27.79,343.44,492.76944
8.8,80,1019.8,0,0,0,191.35,2.9,150.26,1559.1147
8.81,78,1025.6,0,0,5,113.03,18.53,155.92,497.70948
8.81,91,1011,0,0,100,0,4.1,105.26,21.443098
8.82,27,1027.2,0,0,0,66.75,9.45,197.74,1944.2381
8.83,91,1016.1,0.2,0,100,0,40.1,310.27,69.412105
8.83,56,1035.1,0,0,42,154.86,7.29,200.22,1832.2052
8.84,80,1012.6,0,0,82,80.99,5.15,102.09,551.04878
8.84,69,1021.1,0,0,0,0,5.09,188.13,26.596389
8.85,45,1019.8,0,0,0.9,582.06,24.37,282.8,650.15667
8.86,41,1026.8,0,0,0,447.67,10.08,360,2577.2011
8.87,71,1034.2,0,0,34,468.14,18.89,7.67,2239.379
8.89,92,1019,0.3,0,100,0,20.88,180,32.070652
8.92,61,1029.8,0,0,0,54.29,6.3,300.96,945.63214
8.92,88,1016.3,1.1,0,100,138.84,6.44,333.43,1524.0574
8.93,42,1030.1,0,0,0,473.48,8.37,25.46,2293.5854
8.94,49,1020.1,0,0,6.6,601.64,23.75,284.04,2125.9102
8.94,81,1010.9,0,0,100,0,4.2,30.96,9.8437382
8.94,98,1025.9,0,0,51,0,7.75,201.8,133.98887
8.94,42,1032.1,0,0,8.4,130.83,11.89,178.26,1421.1433
8.95,81,1018.3,0,0,9.3,59.63,4.9,342.9,1004.1515
8.95,75,1032.4,0,0,100,266.11,19.88,174.81,2467.6492
8.96,55,1015.2,0,0,100,389.82,28.4,210.47,177.40503
8.96,53,1018.9,0,0,0,378.25,17.07,317.56,1615.2597
8.96,48,1027.1,0,0,0,609.65,23.93,43.78,2465.7414
8.97,73,1022.1,0,0,100,421.86,27.72,180,42.4
8.97,76,1016.2,0,0,100,9.79,7.09,203.96,446.53806
8.99,77,1006.9,0.3,0,100,162.87,22.91,45,206.87611
8.99,95,1018,0,0,33,0.89,25.72,173.57,646.49361
9.01,70,1033.6,0,0,1,441.44,12.68,6.52,1209.1943
9.01,64,1013.5,0,0,100,304.38,17.58,79.38,145.8094
9.01,61,1006.9,0,0,24,173.55,19.49,64.86,91.448095
9.02,48,1028.8,0,0,0,637.24,5.19,146.31,2584.3651
9.02,65,1033,0,0,0,69.42,7.1,210.47,1870.48
9.04,66,1029.4,0,0,0,244.75,9.72,360,1004.3757
9.04,69,1013.5,0,0,100,285.69,22.38,11.13,925.16472
9.05,59,1006.9,0,0,16,138.84,17.19,70.43,0.0375
9.05,69,1014.8,0,0,65,408.51,13.98,304.51,2182.0626
9.05,95,1017.2,0,0,0,0,8.89,338.63,86.391111
9.06,85,1020.1,0,0,100,25.81,2.52,270,572.78167
9.06,63,1031.4,0,0,9.6,369.35,7.73,332.24,2494.1153
9.08,69,1031.9,0,0,0,365.79,15.28,15.02,116.31498
9.08,36,1015.1,0,0,0,351.55,17.23,169.16,3.7451389
9.09,52,1025.3,0,0,11.4,597.19,31.07,10.01,2481.4439
9.09,99,1015.3,0,0,0,0,2.74,156.8,6.8295082
9.09,94,1018.8,0,0,0,0,9.83,331.56,129.21222
9.09,97,1016.9,0,0,8,22.25,15.48,178.67,979.57816
9.1,56,1031.8,0,0,0,680.85,25.32,29.85,2999.3172
9.1,74,1007.9,0.1,0,100,172.66,15.68,58.13,457.49553
9.11,43,1030.5,0,0,0,443.22,10.59,17.82,1167.8618
9.11,78,1018.9,0.1,0,100,341.76,29.81,317.45,270.46316
9.11,89,1024.1,0,0,78,0,7.34,348.69,26.765556
9.13,59,1009.6,0,0,0,0,19.85,184.16,50.925278
9.14,61,1016.7,0,0,100,420.08,21.54,279.62,704.87833
9.14,93,1016.1,0,0,100,0,31.28,168.04,427.35833
9.15,59,1013.8,0,0,100,317.73,16.85,70.02,245.80199
9.16,61,1015.4,0,0,100,286.58,29.95,295.64,84.115943
9.16,64,1024.6,0,0,30,465.47,35.29,341.57,802.73694
9.17,53,1013.9,0,0,100,395.16,29.27,211.93,156.05012
9.17,63,1031,0,0,0,251.87,14.8,184.18,2421.0172
9.18,92,1007.5,0.3,0,100,11.57,8.29,182.49,197.91444
9.18,49,1028.1,0,0,0,218.05,6.29,193.24,2341.9081
9.2,92,1019.1,0.2,0,100,0,19.8,181.04,225.22591
9.21,44,1027,0,0,0,436.99,10.95,9.46,1086.2028
9.21,81,1019.4,0,0,0,0,6.13,229.76,571.63472
9.21,92,1027.7,0,0,0,0,31.21,172.71,1110.0663
9.22,46,1016.5,0,0,0,56.96,4.33,265.24,1321.7953
9.23,42,1027.1,0,0,0,469.03,10.5,5.91,2283.7003
9.23,59,1028.9,0,0,0,428.98,20.29,25.2,1995.2047
9.24,66,1025.8,0,0,36,546.46,22.73,349.05,1715.4383
9.24,96,1027.6,0,0,1,0,15.48,180,1114.5098
9.26,91,1010.9,0,0,100,0,3.76,106.7,121.36639
9.27,70,1013.5,0,0,94,0,10.54,172.15,88.762608
9.27,94,1027,0,0,0,0,14.76,180,181.56389
9.27,67,1025.6,0,0,100,339.09,14.44,175.71,2294.7114
9.28,88,1019.2,0,0,100,0,12.9,292.99,117.29835
9.28,46,1016.3,0,0,100,157.53,6.62,202.38,1024.2631
9.29,30,1037.6,0,0,0.9,380.03,6.49,19.44,2261.3353
9.29,40,1038.3,0,0,49,256.32,2.97,284.04,2456.0311
9.29,33,1015.8,0,0,0,771.63,11.73,162.12,2651.5866
9.29,47,1018,0,0,10.8,44.5,17.64,181.17,543.31698
9.31,66,1015.6,0,0,3,533.11,26.67,301.76,1851.771
9.31,96,1010.6,0,0,89,0,20.42,170.87,118.82722
9.32,69,1013.7,0,0,10.5,0,9.37,182.2,0.85962963
9.33,68,1024.6,0,0,26,413.85,15.28,34.44,1838.0972
9.34,82,1013.8,0.7,0,53,145.96,8.31,265.03,559.78722
9.34,74,1018.9,0,0,100,323.07,5.6,135,1596.0814
9.36,34,1029.1,0,0,39,378.25,7.73,332.24,2625.5014
9.36,93,1015.9,0,0,100,0,31.36,167.4,286.66292
9.37,86,1020.4,0,0,0,0,23.58,167.66,498.409
9.38,32,1033.9,0,0,0,353.33,9.42,6.58,86.817611
9.38,70,1016.9,0,0,37,459.24,27.26,167.8,2582.9049
9.39,54,1026.7,0,0,0.3,433.43,40.08,345.96,30.36271
9.39,72,1010.6,0,0,100,0,5.69,18.43,286.38583
9.39,90,1020.4,0,0,0,0,21.61,169.44,20.111806
9.39,48,1026.4,0,0,100,297.26,33.19,167.47,271.5705
9.4,89,1018.2,0,0,100,13.35,3.96,180,439.5425
9.4,38,1029.7,0,0,100,200.25,4.9,216.03,2193.7681
9.41,33,1032.7,0,0,0,694.2,19.01,65.38,2242.1163
9.41,68,1019.4,0,0,100,152.19,27.78,198.9,1252.9331
9.41,55,1030,0,0,100,232.29,12.98,176.82,1536.5836
9.42,75,1017.7,0,0,0,0,18,180,0.81440678
9.42,91,1019,0,0,2.7,16.91,10.69,327.38,460.01333
9.42,91,1027.6,0,0,0,0,30.55,171.87,171.27389
9.44,91,1024.7,0,0,100,85.44,6.16,353.29,505.58528
9.45,65,1025.4,0,0,4,457.46,3.98,354.81,2590.2565
9.46,34,1032,0,0,0,481.49,20.01,59.74,123.13811
9.48,86,1016.3,1.4,0,100,161.98,7.65,311.19,2097.6838
9.48,91,1014.9,0,0,80,0,7.42,14.04,21.046181
9.49,40,1040,0,0,0,263.44,2.62,285.95,2533.2102
9.49,69,1023.3,0,0,9,477.93,12.68,173.48,1241.4112
9.49,65,1025.2,0,0,100,374.69,13.85,171.03,1795.5314
9.5,86,1019.3,0,0,100,34.71,13.2,295.87,590.45735
9.5,62,1024.1,0,0,0,472.59,30.25,358.64,2115.8641
9.52,49,1023.9,0,0,1.5,632.79,28.8,161.79,2860.7503
9.52,95,1010.7,0,0,74,10.68,19.77,169.51,603.14
9.54,64,1012.2,0.7,0,100,285.69,20.38,72.53,249.51502
9.54,80,1019.7,0,0,0,0,5.86,227.49,18.324837
9.55,97,1013.6,0,0,4,0.89,6.16,353.29,162.56417
9.57,70,1013.3,0,0,86,23.14,11.97,173.09,742.30461
9.58,55,1027.3,0,0,0,525.1,41.59,343.92,765.70439
9.58,55,1030.7,0,0,0,437.88,3.62,185.71,2457.2131
9.59,66,1014.2,0,0,100,308.83,35.23,291.58,44.838407
9.59,31,1027.2,0,0,0,265.22,2.74,246.8,1930.9045
9.59,79,1010.5,0,0,100,43.61,5.09,81.87,514.64722
9.6,73,1011.1,0.1,0,100,22.25,6.38,16.39,433.45028
9.62,88,1012.8,0,0,0,0,8.31,197.65,367.93167
9.62,69,1030.8,0,0,9.3,378.25,21.57,165.5,2398.0602
9.62,50,1028.2,0,0,100,118.37,13.08,187.91,483.27111
9.65,74,1014.9,0,0,36,345.32,28.75,292.07,1059.0576
9.66,86,1017.7,0,0,0,0,20.52,180,85.312222
9.66,68,1011.4,0,0,100,0,4.8,12.99,32.780833
9.67,59,1016.3,0,0,2,788.54,13.08,352.09,2920.693
9.67,85,1023.9,0,0,0,89.89,2.74,203.2,506.08222
9.69,54,1018.4,0,0,16,218.94,1.61,296.57,12.351344
9.69,69,1014.4,0,0,10,307.94,31.77,289.87,794.39164
9.69,43,1031.1,0,0,0,606.09,27.11,30.31,996.76998
9.71,90,1016.3,0,0,100,140.62,8.56,14.62,175.97749
9.71,62,1016.8,0,0,10,419.19,23.78,272.6,1810.3421
9.72,27,1034,0,0,0,469.92,5.96,25.02,2270.3207
9.72,48,1029.1,0,0,0,371.13,22.1,167.77,135.79522
9.73,76,1014.4,0.5,0,100,229.62,17.02,276.07,397.92333
9.73,70,1014,0,0,100,360.45,23.84,14.88,571.08265
9.73,97,1019.8,0,0,100,0,22.55,171.74,32.645652
9.74,46,1027.4,0,0,0,611.43,3.6,53.13,2118.8114
9.74,92,1017.3,0,0,2,12.46,9.66,333.43,423.13833
9.75,66,1031.1,0,0,4.5,439.66,21.83,166.65,2378.5446
9.76,93,1015.9,0,0,100,0,31.63,168.18,9.0694444
9.77,79,1019.8,0,0,66,101.46,30.43,154.04,23.308522
9.78,41,1014.7,0,0,6.3,497.51,31.56,295.69,115.7372
9.79,34,1014.6,0,0,0,520.65,17.23,169.16,213.97641
9.8,55,1018.8,0,0,16,257.21,2.62,164.05,149.70222
9.8,33,1031.9,0,0,0,609.65,18.71,59.98,998.95833
9.8,46,1025.6,0,0,100,111.25,20.27,192.31,866.77278
9.81,48,1030.9,0,0,0,713.78,24.15,26.57,2746.2333
9.81,75,1014.5,0,0,0,135.28,16.68,302.66,1243.309
9.81,79,1012.9,0.1,0,61,299.04,33.75,168.93,1794.42
9.83,49,1025.7,0,0,1.5,372.02,13.1,164.05,2581.48
9.84,57,1015.2,0,0,100,360.45,28.15,290.98,91.135834
9.84,89,1016.3,0,0,100,59.63,31.44,166.76,1409.4642
9.85,74,1015.7,0.2,0,14,393.38,25.92,179.2,860.99194
9.86,52,1020,0,0,0,0,15.48,181.33,505.02472
9.86,86,1023,0,0,100,44.5,2.74,156.8,359.20944
9.87,34,1030.3,0,0,0,317.73,2.28,251.57,2405.8256
9.87,32,1015.5,0,0,0,737.81,14.49,165.62,2153.0843
9.88,50,1025.8,0,0,100,411.18,10.38,33.69,50.614814
9.88,60,1025,0,0,0.3,558.03,21.99,320.31,2559.2473
9.89,66,1014.7,0,0,24,590.96,21.25,308.81,984.68917
9.91,73,1010.9,0,0,100,218.94,29.28,196.43,0.032539683
9.92,96,1019.4,0,0,100,0,23.22,172.87,368.00444
9.92,96,1008.9,0,0,7,0,14.62,170.07,263.55361
9.94,74,1019.5,0,0,0,248.31,1.48,345.96,1259.4146
9.96,47,1015.8,0,0,0,496.62,12.02,8.62,2308.0754
9.96,75,1012,0,0,100,81.88,7.93,230.53,484.93113
9.96,64,1024.1,0,0,10,319.51,14.69,36.03,1844.0117
9.97,86,1015.1,0,0,52,0,6.48,360,266.24556
9.97,49,1020,0,0,0,0,15.12,180,17.614236
9.97,56,1031.4,0,0,90,342.65,24.93,175.03,1923.9319
10.01,95,1013.5,0,0,0,0,5.48,336.8,39.335556
10.01,73,1019.9,0,0,10,451.23,23,17.3,684.05357
10.02,91,1012.8,0,0,0,0,7.79,213.69,13.751754
10.02,54,1021,0,0,23,178,22.46,173.56,122.785
10.03,33,1014.6,0,0,0,649.7,15.82,168.18,1179.0811
10.03,66,1016.8,0,0,100,83.66,15.55,185.31,107.88273
10.03,90,1016.9,0,0,100,173.55,11.09,35.75,144.27853
10.03,62,1023.6,0,0,0,425.42,30.97,358.67,525.05194
10.04,73,1020.8,0,0,0,257.21,1.08,180,2016.6536
10.05,82,1018,0,0,0,0,18.84,173.42,1.5972678
10.06,66,1007.1,0,0,100,223.39,18.28,57.88,393.47418
10.06,70,1023.4,0,0,100,299.93,14.26,45,858.94361
10.07,28,1034.1,0,0,0,436.99,7.07,14.74,1063.8302
10.07,58,1031.7,0,0,0,372.91,14.47,174.29,2549.7753
10.07,47,1019.5,0,0,0,0,9.39,212.47,517.47077
10.08,46,1026.4,0,0,0,532.22,8.53,27.65,680.90394
10.08,81,1019.7,0,0,100,72.09,10.82,176.19,603.13944
10.08,77,1032.4,0,0,0,218.05,15.88,176.1,2339.4042
10.09,92,1016.2,0,0,66,0,20.27,167.69,439.05518
10.09,60,1024.2,0,0,30,453.9,36.59,344.6,562.29676
10.1,72,1014.2,0.6,0,65,204.7,15.48,287.59,436.62698
10.1,95,1007.5,0,0,28,0,14.4,180,4.8015152
10.11,86,1022.9,0,0,100,202.92,10.09,357.95,1251.3381
10.12,46,1015.8,0,0,100,186.01,19.48,152.49,291.55472
10.12,52,1030.9,0,0,0,362.23,12.37,171.63,2487.2444
10.14,55,1016.1,0,0,100,388.04,23.93,285.71,298.18582
10.16,43,1032,0,0,0,687.97,25.28,28.02,2275.757
10.16,67,1006.9,0.5,0,100,347.99,20.61,289.38,705.33226
10.16,67,1006.9,0.8,0,100,268.78,20.47,293.86,356.45222
10.17,62,1024.3,0,0,29,412.07,2.55,315,2268.1099
10.17,54,1015.2,0,0,100,348.88,28.66,153.11,671.30361
10.17,80,1017.9,0,0,10,308.83,4.33,41.63,424.6357
10.17,59,1024,0,0,0,337.31,13.22,29.36,21.341212
10.18,70,1015.8,0,0,19,611.43,29.35,293.11,1015.2933
10.18,83,1016.5,1.2,0,100,272.34,6.99,304.51,1418.907
10.19,65,1022.4,0,0,100,332.86,32.83,356.23,24.054088
10.2,61,1019.7,0,0,4,560.7,5.45,97.59,2469.7558
10.2,73,1011,0,0,100,266.11,28.77,188.64,76.145278
10.21,60,1020.6,0,0,0,368.46,14.93,195.38,2307.6919
10.23,71,1025.7,0,0,25,216.27,11.81,307.57,1167.5445
10.23,48,1012.6,0,0,31,351.55,16.87,140.19,0.68412698
10.23,73,1011.3,0.1,0,100,104.13,5.59,75.07,214.98889
10.23,95,1012,0,0,24,0,25.58,166.16,139.04389
10.25,96,1008.6,0,0,0,0,13.91,169.56,24.240741
10.25,94,1026.6,0,0,67,77.43,6.99,191.89,1797.2157
10.26,39,1014.8,0,0,0,754.72,17.67,33.37,2940.5742
10.26,83,1013.7,0,0,0,25.81,9.51,209.48,256.36194
10.26,66,1026.9,0,0,100,132.61,14.69,191.31,16.948857
10.28,44,1029.3,0,0,0,457.46,13.98,168.11,2607.0784
10.28,37,1023.3,0,0,100,114.81,34.27,160.99,396.93777
10.28,53,1022.8,0,0,0,0,10.69,212.62,521.5043
10.31,69,1021,0,0,0,0,5.59,194.93,78.268686
10.33,47,1026.4,0,0,0,118.37,23.04,151.03,510.08038
10.33,74,1023.1,0,0,0,129.94,5.99,212.74,1337.0539
10.33,76,1010.7,0.1,0,100,399.61,32.81,176.86,1817.1036
10.34,82,1019.4,0,0,0,99.68,3.71,209.05,1061.1883
10.35,72,1028.6,0,0,0,565.15,30.06,353.81,140.00306
10.37,58,1030.1,0,0,100,422.75,26.08,173.66,1291.6219
10.38,66,1019.1,0,0,100,440.55,13.71,166.33,1740.236
10.38,77,1020,0,0,11,210.93,16.1,296.57,766.3968
10.38,47,1019.8,0,0,0,0,8.59,213.02,9.4851515
